"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","subjectID","dateInfo","rt","stimulus","response","question_order","choices","speedy","sampleAlg","selected_image","selected_index","correct"
"true","false","[]","[]","[]","preload","0","287","0.0-0.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","","","","","","","","","",""
"true","","","","","fullscreen","1","2625","0.0-1.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","","","","","","","","","",""
"","","","","","html-keyboard-response","2","2639","0.0-2.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","","null","","","","","","",""
"","","","","","html-button-response","3","11290","0.0-3.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","8649","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0","","","","","","",""
"true","","","","","fullscreen","4","13471","0.0-4.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","","","","","","","","","",""
"","","","","","survey-multi-select","5","19854","0.0-5.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","6378","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","",""
"","","","","","html-button-response","6","21256","0.0-6.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1399","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","",""
"","","","","","survey-text","7","28096","0.0-7.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","6836","","{""Age"":""18"",""Gender"":""female"",""Race/ethnicity"":""white""}","","","","","","",""
"","","","","","html-button-response","8","43961","0.0-8.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","15924","<div style='text-align: center;'>
      <p>In each trial of this task, you will see three texture images: one target item on top, and two choices beneath the target item.</p>
      <p><strong>Please select the item that is most like the target item.</strong></p>
      <p>To select the option on the <strong>LEFT</strong>, press the <strong>LEFT ARROW</strong> key. 
      To select the option on the <strong>RIGHT</strong>, press the <strong>RIGHT ARROW</strong> key.</p>
                  <!-- Target Image at the Top -->
      <div style='margin: 20px;'>
        <img src='materials/imgs/instruction_images/InstructionImg1D78.png' alt='Target Image' style='width:200px; height:auto;' />
        <p><em>Target Image</em></p>
      </div>

      <!-- Two Choice Images Below -->
      <div style='display: flex; justify-content: center;'>
        <div style='margin-right: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg2D34.png' alt='Choice Image 1' style='width:150px; height:auto;' />
          <p><em><strong>LEFT ARROW</strong></em></p>
        </div>
        <div style='margin-left: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg3D80.png' alt='Choice Image 2' style='width:150px; height:auto;' />
          <p><em><strong>RIGHT ARROW</strong></em></p>
        </div>
      </div>
    </div>

      <p>When you are ready to proceed, please click 'Continue' to begin practice.</p>","0","","","","","","",""
"","","","","","html-keyboard-response","9","46464","0.0-9.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","html-keyboard-response","10","46966","0.0-10.0-0.0-0.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","11","51169","0.0-10.0-0.0-1.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","4198","materials/imgs/D81.png","arrowleft","","[""materials/imgs/D14.png"",""materials/imgs/D36.png""]","false","random","","",""
"","","","","","html-keyboard-response","12","51672","0.0-10.0-0.0-0.1","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","13","54938","0.0-10.0-0.0-1.1","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","3264","materials/imgs/D77.png","arrowleft","","[""materials/imgs/D49.png"",""materials/imgs/D32.png""]","false","random","","",""
"","","","","","html-keyboard-response","14","55440","0.0-10.0-0.0-0.2","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","15","57133","0.0-10.0-0.0-1.2","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1691","materials/imgs/D92.png","arrowright","","[""materials/imgs/D105.png"",""materials/imgs/D22.png""]","false","random","","",""
"","","","","","html-keyboard-response","16","57634","0.0-10.0-0.0-0.3","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","17","59624","0.0-10.0-0.0-1.3","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1987","materials/imgs/D56.png","arrowright","","[""materials/imgs/D21.png"",""materials/imgs/D49.png""]","false","random","","",""
"","","","","","html-keyboard-response","18","60126","0.0-10.0-0.0-0.4","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","19","62595","0.0-10.0-0.0-1.4","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","2466","materials/imgs/D68.png","arrowright","","[""materials/imgs/D65.png"",""materials/imgs/D77.png""]","false","random","","",""
"","","","","","html-keyboard-response","20","63098","0.0-10.0-0.0-0.5","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","21","65566","0.0-10.0-0.0-1.5","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","2465","materials/imgs/D65.png","arrowright","","[""materials/imgs/D14.png"",""materials/imgs/D8.png""]","false","random","","",""
"","","","","","html-keyboard-response","22","66067","0.0-10.0-0.0-0.6","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","23","67169","0.0-10.0-0.0-1.6","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1099","materials/imgs/D14.png","arrowright","","[""materials/imgs/D85.png"",""materials/imgs/D6.png""]","false","random","","",""
"","","","","","html-keyboard-response","24","67670","0.0-10.0-0.0-0.7","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","25","71073","0.0-10.0-0.0-1.7","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","3400","materials/imgs/D1.png","arrowleft","","[""materials/imgs/D47.png"",""materials/imgs/D32.png""]","false","random","","",""
"","","","","","html-keyboard-response","26","71574","0.0-10.0-0.0-0.8","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","27","72869","0.0-10.0-0.0-1.8","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1292","materials/imgs/D51.png","arrowright","","[""materials/imgs/D57.png"",""materials/imgs/D79.png""]","false","random","","",""
"","","","","","html-keyboard-response","28","73370","0.0-10.0-0.0-0.9","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","29","76954","0.0-10.0-0.0-1.9","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","3582","materials/imgs/D36.png","arrowright","","[""materials/imgs/D82.png"",""materials/imgs/D77.png""]","false","random","","",""
"","","","","","html-button-response","30","80332","0.0-11.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","3377","<p>Great job!</p>
      <p>You are now ready to begin the experiment.</p>
      <p>There will be around 200 trials. You will have opportunities to take breaks at three stages of the trials.</p>
      <p>When you are ready to begin please click 'Continue'.</p>","0","","","","","","",""
"","","","","","html-keyboard-response","31","82837","0.0-12.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","html-keyboard-response","32","83340","0.0-13.0-0.0-0.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","33","85890","0.0-13.0-0.0-1.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","2548","materials/imgs/D16.png","arrowleft","","[""materials/imgs/D103.png"",""materials/imgs/D34.png""]","false","random","","",""
"","","","","","html-keyboard-response","34","86392","0.0-13.0-0.0-0.1","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","35","87714","0.0-13.0-0.0-1.1","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1320","materials/imgs/D21.png","arrowleft","","[""materials/imgs/D76.png"",""materials/imgs/D57.png""]","false","random","","",""
"","","","","","html-keyboard-response","36","88216","0.0-13.0-0.0-0.2","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","37","91187","0.0-13.0-0.0-1.2","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","2970","materials/imgs/D53.png","arrowleft","","[""materials/imgs/D29.png"",""materials/imgs/D65.png""]","false","random","","",""
"","","","","","html-keyboard-response","38","91689","0.0-13.0-0.0-0.3","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","39","93390","0.0-13.0-0.0-1.3","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1700","materials/imgs/D111.png","arrowleft","","[""materials/imgs/D9.png"",""materials/imgs/D8.png""]","false","random","","",""
"","","","","","html-keyboard-response","40","93891","0.0-13.0-0.0-0.4","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","41","96567","0.0-13.0-0.0-1.4","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","2675","materials/imgs/D84.png","arrowright","","[""materials/imgs/D101.png"",""materials/imgs/D8.png""]","false","random","","",""
"","","","","","html-keyboard-response","42","97068","0.0-13.0-0.0-0.5","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","43","98853","0.0-13.0-0.0-1.5","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1782","materials/imgs/D51.png","arrowleft","","[""materials/imgs/D87.png"",""materials/imgs/D18.png""]","false","random","","",""
"","","","","","html-keyboard-response","44","99354","0.0-13.0-0.0-0.6","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","45","100896","0.0-13.0-0.0-1.6","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","1540","materials/imgs/D1.png","arrowright","","[""materials/imgs/D81.png"",""materials/imgs/D82.png""]","false","random","","",""
"","","","","","html-keyboard-response","46","101398","0.0-13.0-1.0-0.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","47","102180","0.0-13.0-1.0-1.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","780","materials/imgs/D64.png","arrowleft","","[""materials/imgs/D64.png"",""materials/imgs/D53.png""]","","check","materials/imgs/D64.png","0","true"
"","","","","","html-keyboard-response","48","102682","0.0-13.0-2.0-0.0","mxg3vzrhzc","","mxg3vzrhzc","""2024-11-12T18:22:18.440Z""","null","+","null","","","","","","",""
