"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","subjectID","dateInfo","rt","stimulus","response","question_order","choices","speedy","sampleAlg","selected_image","selected_index","correct"
"true","false","[]","[]","[]","preload","0","895","0.0-0.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","","","","","","","","","",""
"true","","","","","fullscreen","1","3184","0.0-1.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","","","","","","","","","",""
"","","","","","html-keyboard-response","2","3196","0.0-2.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","","null","","","","","","",""
"","","","","","html-button-response","3","6319","0.0-3.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","3122","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0","","","","","","",""
"true","","","","","fullscreen","4","8281","0.0-4.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","","","","","","","","","",""
"","","","","","survey-multi-select","5","69943","0.0-5.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","61659","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","",""
"","","","","","html-button-response","6","71663","0.0-6.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1719","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","",""
"","","","","","survey-text","7","81525","0.0-7.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","9861","","{""Age"":""19"",""Gender"":""Female"",""Race/ethnicity"":""Chinese""}","","","","","","",""
"","","","","","html-button-response","8","105905","0.0-8.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","24379","<div style='text-align: center;'>
      <p>In each trial of this task, you will see three texture images: one target item on top, and two choices beneath the target item.</p>
      <p><strong>Please select the item that is most like the target item.</strong></p>
      <p>To select the option on the <strong>LEFT</strong>, press the <strong>LEFT ARROW</strong> key. 
      To select the option on the <strong>RIGHT</strong>, press the <strong>RIGHT ARROW</strong> key.</p>
                  <!-- Target Image at the Top -->
      <div style='margin: 20px;'>
        <img src='materials/imgs/instruction_images/InstructionImg1D78.png' alt='Target Image' style='width:200px; height:auto;' />
        <p><em>Target Image</em></p>
      </div>

      <!-- Two Choice Images Below -->
      <div style='display: flex; justify-content: center;'>
        <div style='margin-right: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg2D34.png' alt='Choice Image 1' style='width:150px; height:auto;' />
          <p><em><strong>LEFT ARROW</strong></em></p>
        </div>
        <div style='margin-left: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg3D80.png' alt='Choice Image 2' style='width:150px; height:auto;' />
          <p><em><strong>RIGHT ARROW</strong></em></p>
        </div>
      </div>
    </div>

      <p>When you are ready to proceed, please click 'Continue' to begin practice.</p>","0","","","","","","",""
"","","","","","html-keyboard-response","9","108408","0.0-9.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","html-keyboard-response","10","108909","0.0-10.0-0.0-0.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","11","110697","0.0-10.0-0.0-1.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1784","materials/imgs/D1.png","arrowright","","[""materials/imgs/D78.png"",""materials/imgs/D47.png""]","false","random","","",""
"","","","","","html-keyboard-response","12","111198","0.0-10.0-0.0-0.1","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","13","112623","0.0-10.0-0.0-1.1","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1425","materials/imgs/D49.png","arrowleft","","[""materials/imgs/D53.png"",""materials/imgs/D25.png""]","false","random","","",""
"","","","","","html-keyboard-response","14","113124","0.0-10.0-0.0-0.2","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","15","115462","0.0-10.0-0.0-1.2","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","2336","materials/imgs/D17.png","arrowleft","","[""materials/imgs/D20.png"",""materials/imgs/D111.png""]","false","random","","",""
"","","","","","html-keyboard-response","16","115962","0.0-10.0-0.0-0.3","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","17","118038","0.0-10.0-0.0-1.3","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","2074","materials/imgs/D14.png","arrowleft","","[""materials/imgs/D32.png"",""materials/imgs/D51.png""]","false","random","","",""
"","","","","","html-keyboard-response","18","118539","0.0-10.0-0.0-0.4","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","19","119869","0.0-10.0-0.0-1.4","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1328","materials/imgs/D20.png","arrowleft","","[""materials/imgs/D77.png"",""materials/imgs/D37.png""]","false","random","","",""
"","","","","","html-keyboard-response","20","120370","0.0-10.0-0.0-0.5","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","21","122543","0.0-10.0-0.0-1.5","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","2171","materials/imgs/D81.png","arrowright","","[""materials/imgs/D106.png"",""materials/imgs/D6.png""]","false","random","","",""
"","","","","","html-keyboard-response","22","123045","0.0-10.0-0.0-0.6","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","23","124834","0.0-10.0-0.0-1.6","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1788","materials/imgs/D52.png","arrowright","","[""materials/imgs/D24.png"",""materials/imgs/D84.png""]","false","random","","",""
"","","","","","html-keyboard-response","24","125336","0.0-10.0-0.0-0.7","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","25","127773","0.0-10.0-0.0-1.7","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","2436","materials/imgs/D34.png","arrowright","","[""materials/imgs/D74.png"",""materials/imgs/D51.png""]","false","random","","",""
"","","","","","html-keyboard-response","26","128274","0.0-10.0-0.0-0.8","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","27","129349","0.0-10.0-0.0-1.8","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1073","materials/imgs/D78.png","arrowright","","[""materials/imgs/D8.png"",""materials/imgs/D14.png""]","false","random","","",""
"","","","","","html-keyboard-response","28","129852","0.0-10.0-0.0-0.9","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","29","130769","0.0-10.0-0.0-1.9","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","916","materials/imgs/D111.png","arrowleft","","[""materials/imgs/D66.png"",""materials/imgs/D16.png""]","false","random","","",""
"","","","","","html-button-response","30","136017","0.0-11.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","5247","<p>Great job!</p>
      <p>You are now ready to begin the experiment.</p>
      <p>There will be around 200 trials. You will have opportunities to take breaks at three stages of the trials.</p>
      <p>When you are ready to begin please click 'Continue'.</p>","0","","","","","","",""
"","","","","","html-keyboard-response","31","138520","0.0-12.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","html-keyboard-response","32","139022","0.0-13.0-0.0-0.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","33","140673","0.0-13.0-0.0-1.0","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1649","materials/imgs/D14.png","arrowright","","[""materials/imgs/D104.png"",""materials/imgs/D6.png""]","false","random","","",""
"","","","","","html-keyboard-response","34","141174","0.0-13.0-0.0-0.1","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","35","143628","0.0-13.0-0.0-1.1","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","2453","materials/imgs/D102.png","arrowright","","[""materials/imgs/D57.png"",""materials/imgs/D19.png""]","false","random","","",""
"","","","","","html-keyboard-response","36","144130","0.0-13.0-0.0-0.2","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","37","145041","0.0-13.0-0.0-1.2","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","910","materials/imgs/D26.png","arrowright","","[""materials/imgs/D111.png"",""materials/imgs/D95.png""]","false","random","","",""
"","","","","","html-keyboard-response","38","145542","0.0-13.0-0.0-0.3","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","39","147513","0.0-13.0-0.0-1.3","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1970","materials/imgs/D102.png","arrowleft","","[""materials/imgs/D18.png"",""materials/imgs/D49.png""]","false","random","","",""
"","","","","","html-keyboard-response","40","148014","0.0-13.0-0.0-0.4","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","41","149955","0.0-13.0-0.0-1.4","nap2qudnru","","nap2qudnru","""2024-11-13T01:40:38.192Z""","1940","materials/imgs/D104.png","arrowright","","[""materials/imgs/D37.png"",""materials/imgs/D18.png""]","false","random","","",""
