"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","subjectID","dateInfo","rt","stimulus","response","question_order","choices","speedy","sampleAlg","selected_image","selected_index","correct"
"true","false","[]","[]","[]","preload","0","37","0.0-0.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","","","","","","","","","",""
"true","","","","","fullscreen","1","2841","0.0-1.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","","","","","","","","","",""
"","","","","","html-keyboard-response","2","2854","0.0-2.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","","null","","","","","","",""
"","","","","","html-button-response","3","79138356","0.0-3.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","17724844","<div style='text-align:center; font-size:20px; line-height:25px; width: 1200px;'>
                Welcome to our experiment! <br>
                <br>At the bottom of this screen, you will see a button that says 'Begin Experiment.
                <br>Please only click that button when you are ready to complete the 25 minute experiment in one sitting. <br>
                <br> Once you click that button, it will not be possible to restart the experiment. <br><br>","0","","","","","","",""
"true","","","","","fullscreen","4","79140637","0.0-4.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","","","","","","","","","",""
"","","","","","survey-multi-select","5","79145136","0.0-5.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","4493","","{""Consent"":[""<strong>I consent</strong>""]}","[0]","","","","","",""
"","","","","","html-button-response","6","79147619","0.0-6.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","2478","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 25 minutes to complete both parts.","0","","","","","","",""
"","","","","","survey-text","7","80709682","0.0-7.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1562066","","{""Age"":""18"",""Gender"":""Female"",""Race/ethnicity"":""White""}","","","","","","",""
"","","","","","html-button-response","8","80716346","0.0-8.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","6663","<div style='text-align: center;'>
      <p>In each trial of this task, you will see three texture images: one target item on top, and two choices beneath the target item.</p>
      <p><strong>Please select the item that is most like the target item.</strong></p>
      <p>To select the option on the <strong>LEFT</strong>, press the <strong>LEFT ARROW</strong> key. 
      To select the option on the <strong>RIGHT</strong>, press the <strong>RIGHT ARROW</strong> key.</p>
                  <!-- Target Image at the Top -->
      <div style='margin: 20px;'>
        <img src='materials/imgs/instruction_images/InstructionImg1D78.png' alt='Target Image' style='width:200px; height:auto;' />
        <p><em>Target Image</em></p>
      </div>

      <!-- Two Choice Images Below -->
      <div style='display: flex; justify-content: center;'>
        <div style='margin-right: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg2D34.png' alt='Choice Image 1' style='width:150px; height:auto;' />
          <p><em><strong>LEFT ARROW</strong></em></p>
        </div>
        <div style='margin-left: 50px;'>
          <img src='materials/imgs/instruction_images/InstructionImg3D80.png' alt='Choice Image 2' style='width:150px; height:auto;' />
          <p><em><strong>RIGHT ARROW</strong></em></p>
        </div>
      </div>
    </div>

      <p>When you are ready to proceed, please click 'Continue' to begin practice.</p>","0","","","","","","",""
"","","","","","html-keyboard-response","9","80718850","0.0-9.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","html-keyboard-response","10","80719352","0.0-10.0-0.0-0.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","11","80733893","0.0-10.0-0.0-1.0","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","14534","materials/imgs/D106.png","arrowright","","[""materials/imgs/D84.png"",""materials/imgs/D18.png""]","false","random","","",""
"","","","","","html-keyboard-response","12","80734395","0.0-10.0-0.0-0.1","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","13","80742127","0.0-10.0-0.0-1.1","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","7729","materials/imgs/D48.png","arrowleft","","[""materials/imgs/D74.png"",""materials/imgs/D29.png""]","false","random","","",""
"","","","","","html-keyboard-response","14","80742628","0.0-10.0-0.0-0.2","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","15","80743863","0.0-10.0-0.0-1.2","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1233","materials/imgs/D53.png","arrowright","","[""materials/imgs/D26.png"",""materials/imgs/D79.png""]","false","random","","",""
"","","","","","html-keyboard-response","16","80744365","0.0-10.0-0.0-0.3","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","17","80745860","0.0-10.0-0.0-1.3","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1493","materials/imgs/D22.png","arrowright","","[""materials/imgs/D18.png"",""materials/imgs/D104.png""]","false","random","","",""
"","","","","","html-keyboard-response","18","80746362","0.0-10.0-0.0-0.4","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","19","80749123","0.0-10.0-0.0-1.4","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","2759","materials/imgs/D104.png","arrowleft","","[""materials/imgs/D81.png"",""materials/imgs/D17.png""]","false","random","","",""
"","","","","","html-keyboard-response","20","80749624","0.0-10.0-0.0-0.5","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","21","80750930","0.0-10.0-0.0-1.5","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1304","materials/imgs/D94.png","arrowright","","[""materials/imgs/D17.png"",""materials/imgs/D49.png""]","false","random","","",""
"","","","","","html-keyboard-response","22","80751431","0.0-10.0-0.0-0.6","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","23","80753705","0.0-10.0-0.0-1.6","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","2271","materials/imgs/D64.png","arrowleft","","[""materials/imgs/D102.png"",""materials/imgs/D48.png""]","false","random","","",""
"","","","","","html-keyboard-response","24","80754206","0.0-10.0-0.0-0.7","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","25","80755545","0.0-10.0-0.0-1.7","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1337","materials/imgs/D22.png","arrowright","","[""materials/imgs/D25.png"",""materials/imgs/D85.png""]","false","random","","",""
"","","","","","html-keyboard-response","26","80756046","0.0-10.0-0.0-0.8","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
"","","","","","image-keyboard-response","27","80757873","0.0-10.0-0.0-1.8","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","1819","materials/imgs/D22.png","arrowleft","","[""materials/imgs/D52.png"",""materials/imgs/D82.png""]","false","random","","",""
"","","","","","html-keyboard-response","28","80758374","0.0-10.0-0.0-0.9","uv1mfy2723","","uv1mfy2723","""2024-11-12T19:02:01.623Z""","null","+","null","","","","","","",""
